"trialid","passage","qnum","question","image","choice1","choice2","choice3","choice4","choice5","correct","explanation"
"FQ025D","We should lower the drinking age to 19, making drinking legal for most college students. Regardless of what the law says, many college students drink. As drinking is illegal for many of these students, the result is an enormous regulatory burden for college campuses. Furthermore, regulated drinking is much safer than illegal drinking, and we should allow the college students who drink to consume alcohol in the safest manner possible. A drinking age of 19 would also maintain one of the most important benefits of the current drinking age - it would keep most legal drinkers out of high schools. This would prevent an increase in alcohol access for minors, which could be a consequence of a lowered drinking age.","9","What is assumed when the claim “keeping legal drinkers out of high school prevents an increase in alcohol access for minors” is used to support the claim that we should keep most legal drinkers out of high schools?","Fiona-081715-Di_015.png","High school students are mostly under the age of 19.","We should prevent an increase in alcohol access for minors.","We should keep legal drinkers out of high school.","High school students should not have access to alcohol.","People should only begin drinking after they have graduated high school.","We should prevent an increase in alcohol access for minors.",NA
"FQ026D","Raising the drinking age to 21 has done more than just save lives. At age 21, deaths, hospitalizations, and arrests all jump sharply as a result of increased alcohol consumption. Thus, if we made the drinking age earlier, we would just provide an earlier start for these destructive behaviors. Plus, lowering the drinking age would lower the perceived risk involved in consuming alcohol. When people perceive the risk from alcohol consumption as lower as it really is, they cannot accurately evaluate the risk involved in an action and make good decisions.","1","What does this argument conclude?","Fiona-081715-Di_017.png","Raising the drinking age to 21 has done more than just save lives.","We should not provide an earlier start for destructive behaviors.","An earlier drinking age would provide an earlier start for destructive behaviors.","A lower drinking age would make people perceive the risk from alcohol consumption as lower than it really is.","We should not lower the drinking age.","We should not lower the drinking age.",NA
"FQ026D","Raising the drinking age to 21 has done more than just save lives. At age 21, deaths, hospitalizations, and arrests all jump sharply as a result of increased alcohol consumption. Thus, if we made the drinking age earlier, we would just provide an earlier start for these destructive behaviors. Plus, lowering the drinking age would lower the perceived risk involved in consuming alcohol. When people perceive the risk from alcohol consumption as lower as it really is, they cannot accurately evaluate the risk involved in an action and make good decisions.","2","Which of the following is used to directly support the conclusion “we should not lower the drinking age”?","Fiona-081715-Di_018.png","People consume more alcohol when they reach drinking age.","Increased alcohol consumption results in an increased risk for death, arrests, and hospitalizations.","We should not limit people's ability to make good decisions.","An earlier drinking age would provide an earlier start for destructive behaviors.","When people fail to accurately evaluate risks, they cannot make good decisions.","An earlier drinking age would provide an earlier start for destructive behaviors.",NA
"FQ026D","Raising the drinking age to 21 has done more than just save lives. At age 21, deaths, hospitalizations, and arrests all jump sharply as a result of increased alcohol consumption. Thus, if we made the drinking age earlier, we would just provide an earlier start for these destructive behaviors. Plus, lowering the drinking age would lower the perceived risk involved in consuming alcohol. When people perceive the risk from alcohol consumption as lower as it really is, they cannot accurately evaluate the risk involved in an action and make good decisions.","3","What is assumed when the claim “an earlier drinking age would provide an earlier start for destructive behaviors” is used to support the claim that we should not lower the drinking age?","Fiona-081715-Di_020.png","People consume more alcohol when they reach drinking age.","Increased alcohol consumption results in an increased risk for death, arrests, and hospitalizations.","We should not provide an earlier start for destructive behaviors.","We should not establish an earlier drinking age.","People should not start destructive behaviors earlier.","We should not provide an earlier start for destructive behaviors.",NA
"FQ026D","Raising the drinking age to 21 has done more than just save lives. At age 21, deaths, hospitalizations, and arrests all jump sharply as a result of increased alcohol consumption. Thus, if we made the drinking age earlier, we would just provide an earlier start for these destructive behaviors. Plus, lowering the drinking age would lower the perceived risk involved in consuming alcohol. When people perceive the risk from alcohol consumption as lower as it really is, they cannot accurately evaluate the risk involved in an action and make good decisions.","4","Which of the following is used to directly support the claim “an earlier drinking age would provide an earlier start for destructive behaviors”?","Fiona-081715-Di_022.png","Increased alcohol consumption results in an increased risk for death, arrests, and hospitalizations.","Raising the drinking age to 21 has done more than just save lives.","A lower drinking age would make people perceive the risk from alcohol consumption as lower than it really is.","Young people do not have fully developed minds and are more prone to destructive behaviors if they drink.","When people perceive the risk from alcohol consumption as lower as it really is, they cannot accurately evaluate the risk involved in an action and make good decisions.","Increased alcohol consumption results in an increased risk for death, arrests, and hospitalizations.",NA
"FQ026D","Raising the drinking age to 21 has done more than just save lives. At age 21, deaths, hospitalizations, and arrests all jump sharply as a result of increased alcohol consumption. Thus, if we made the drinking age earlier, we would just provide an earlier start for these destructive behaviors. Plus, lowering the drinking age would lower the perceived risk involved in consuming alcohol. When people perceive the risk from alcohol consumption as lower as it really is, they cannot accurately evaluate the risk involved in an action and make good decisions.","5","What is assumed when the claim “increased alcohol consumption results in an increased risk for death, arrests, and hospitalizations” is used to support the claim that an earlier drinking age would provide an earlier start for destructive behaviors?","Fiona-081715-Di_024.png","A lower drinking age would make people perceive the risk from alcohol consumption as lower than it really is.","We should not provide an earlier start for destructive behaviors.","People consume more alcohol when they reach drinking age.","Death, arrests, and hospitalizations will result from an earlier drinking age.","We should not allow people to have an increased risk for death, arrests, and hospitalizations.","People consume more alcohol when they reach drinking age.",NA
"FQ026D","Raising the drinking age to 21 has done more than just save lives. At age 21, deaths, hospitalizations, and arrests all jump sharply as a result of increased alcohol consumption. Thus, if we made the drinking age earlier, we would just provide an earlier start for these destructive behaviors. Plus, lowering the drinking age would lower the perceived risk involved in consuming alcohol. When people perceive the risk from alcohol consumption as lower as it really is, they cannot accurately evaluate the risk involved in an action and make good decisions.","6","Which of the following is also used to directly support the conclusion “we should not lower the drinking age”?","Fiona-081715-Di_026.png","When people fail to accurately evaluate risks, they cannot make good decisions.","Raising the drinking age to 21 has done more than just save lives.","A lower drinking age would make people perceive the risk from alcohol consumption as lower than it really is.","People perceive the risk of alcohol as very low, and if people perceive the risk of alcohol as very low, deaths, hospitalizations, and arrests will jump.","It is important that people be able to accurately evaluate the risk involved in an action and make good decisions.","A lower drinking age would make people perceive the risk from alcohol consumption as lower than it really is.",NA
"FQ026D","Raising the drinking age to 21 has done more than just save lives. At age 21, deaths, hospitalizations, and arrests all jump sharply as a result of increased alcohol consumption. Thus, if we made the drinking age earlier, we would just provide an earlier start for these destructive behaviors. Plus, lowering the drinking age would lower the perceived risk involved in consuming alcohol. When people perceive the risk from alcohol consumption as lower as it really is, they cannot accurately evaluate the risk involved in an action and make good decisions.","7","What is assumed when the claim “a lower drinking age would make people perceive the risk from alcohol consumption as lower than it really is” is used to support the claim that we should not lower the drinking age?","Fiona-081715-Di_028.png","When people fail to accurately evaluate the risks of alcohol consumption, they cannot make good decisions.","People should be able to perceive risks very well.","We should ensure that people are able to make good decisions.","We should not do something that would cause people to perceive the risk of alcohol consumption as lower than it really is.","Alcohol consumption carries risks including death, hospitalization, and arrests.","We should not do something that would cause people to perceive the risk of alcohol consumption as lower than it really is.",NA
"FQ026D","Raising the drinking age to 21 has done more than just save lives. At age 21, deaths, hospitalizations, and arrests all jump sharply as a result of increased alcohol consumption. Thus, if we made the drinking age earlier, we would just provide an earlier start for these destructive behaviors. Plus, lowering the drinking age would lower the perceived risk involved in consuming alcohol. When people perceive the risk from alcohol consumption as lower as it really is, they cannot accurately evaluate the risk involved in an action and make good decisions.","8","Which of the following is used to directly support the claim “we should not allow people to perceive the risk of alcohol consumption as lower than it really is”?","Fiona-081715-Di_030.png","An earlier drinking age would provide an earlier start for destructive behaviors.","We should not allow people to die, be hospitalized, or be arrested.","When people fail to accurately evaluate risks, they cannot make good decisions.","Lowering the drinking age would lower the perceived risk involved in consuming alcohol.","","When people fail to accurately evaluate risks, they cannot make good decisions.",NA
"FQ026D","Raising the drinking age to 21 has done more than just save lives. At age 21, deaths, hospitalizations, and arrests all jump sharply as a result of increased alcohol consumption. Thus, if we made the drinking age earlier, we would just provide an earlier start for these destructive behaviors. Plus, lowering the drinking age would lower the perceived risk involved in consuming alcohol. When people perceive the risk from alcohol consumption as lower as it really is, they cannot accurately evaluate the risk involved in an action and make good decisions.","9","What is assumed when the claim “people cannot make good decisions when they fail to accurately evaluate risks” is used to support the claim that we should not allow people to perceive the risk of alcohol consumption as lower than it really is?","Fiona-081715-Di_032.png","We should not limit people's ability to make good decisions.","We should not lower the drinking age.","We should not provide an earlier start for destructive behaviors.","We should maximize people’s ability to make good decisions.","","We should not limit people's ability to make good decisions.",NA
"FQ027C","Imagine a woman, Mrs. S, who decides that if she ever gets dementia and loses her decision-making capacity, she wants to refuse any medical treatment which would prolong her life. Eventually Mrs. S develops dementia. She appears to be happy, and enjoys looking at pictures and walking around the park. When Mrs. S gets an infection, the doctors are faced with a decision - should they give her antibiotics, or listen to her earlier decision and refuse treatment? It seems to me that the doctor should treat her. Continuity in memory is necessary for being the same person, and Mrs. S no longer remembers anything that the person who did not want to receive treatment remembered. Therefore, she is not the same person as the person who made that decision, and it would be wrong to withhold treatment from someone just because *someone else* didn't want to be treated in those circumstances!","1","What does this argument conclude?","Fiona-081715-Di_034.png","Mrs. S wants to refuse any medical treatment which would prolong her life.","Continuity in memory is necessary for being the same person.","Mrs. S. does not remember most of the things that the person who wanted to refuse treatment remembered.","The doctors should treat Mrs. S.","Mrs. S. is not the same person as the person who wanted to refuse treatment.","The doctors should treat Mrs. S.",NA
"FQ027C","Imagine a woman, Mrs. S, who decides that if she ever gets dementia and loses her decision-making capacity, she wants to refuse any medical treatment which would prolong her life. Eventually Mrs. S develops dementia. She appears to be happy, and enjoys looking at pictures and walking around the park. When Mrs. S gets an infection, the doctors are faced with a decision - should they give her antibiotics, or listen to her earlier decision and refuse treatment? It seems to me that the doctor should treat her. Continuity in memory is necessary for being the same person, and Mrs. S no longer remembers anything that the person who did not want to receive treatment remembered. Therefore, she is not the same person as the person who made that decision, and it would be wrong to withhold treatment from someone just because *someone else* didn't want to be treated in those circumstances!","2","Which of the following is used to directly support the claim “the doctors should treat Mrs. S”?","Fiona-081715-Di_035.png","It would be wrong for Mrs. S's doctors to withhold treatment from her just because someone else did not want to be treated in those circumstances, and Mrs. S. is not the same person as the person who wanted to refuse treatment.","Mrs. S appears to be happy, and enjoys looking at pictures and walking around the park; people who are enjoying life should not be refused treatment.","Mrs. S has dementia and lost her decision-making capacity, and people who have lost their decision-making capacity should not be allowed to make life-altering decisions; thus, doctors should be able to make the best choice for her.","Continuity in memory is necessary for being the same person, and Mrs. S no longer remembers anything that the person who did not want to receive treatment remembered.","Mrs. S wants to be treated.","It would be wrong for Mrs. S's doctors to withhold treatment from her just because someone else did not want to be treated in those circumstances, and Mrs. S. is not the same person as the person who wanted to refuse treatment.",NA
"FQ027C","Imagine a woman, Mrs. S, who decides that if she ever gets dementia and loses her decision-making capacity, she wants to refuse any medical treatment which would prolong her life. Eventually Mrs. S develops dementia. She appears to be happy, and enjoys looking at pictures and walking around the park. When Mrs. S gets an infection, the doctors are faced with a decision - should they give her antibiotics, or listen to her earlier decision and refuse treatment? It seems to me that the doctor should treat her. Continuity in memory is necessary for being the same person, and Mrs. S no longer remembers anything that the person who did not want to receive treatment remembered. Therefore, she is not the same person as the person who made that decision, and it would be wrong to withhold treatment from someone just because *someone else* didn't want to be treated in those circumstances!","3","How many reasons directly support the claim “Mrs. S. is not the same person as the person who wanted to refuse treatment.”?","Fiona-081715-Di_036.png","0","1","2","3","4","1",NA
"FQ027C","Imagine a woman, Mrs. S, who decides that if she ever gets dementia and loses her decision-making capacity, she wants to refuse any medical treatment which would prolong her life. Eventually Mrs. S develops dementia. She appears to be happy, and enjoys looking at pictures and walking around the park. When Mrs. S gets an infection, the doctors are faced with a decision - should they give her antibiotics, or listen to her earlier decision and refuse treatment? It seems to me that the doctor should treat her. Continuity in memory is necessary for being the same person, and Mrs. S no longer remembers anything that the person who did not want to receive treatment remembered. Therefore, she is not the same person as the person who made that decision, and it would be wrong to withhold treatment from someone just because *someone else* didn't want to be treated in those circumstances!","4","Which of the following is used to directly support the claim “Mrs. S. is not the same person as the person who wanted to refuse treatment”?","Fiona-081715-Di_038.png","Mrs. S did not want to be treated in the past, but she wants to be treated now, and the only good explanation for this change of heart is that they are two different people.","Mrs. S appears to be happy, and enjoys looking at picture and walking around the park.","Mrs. S. does not remember most of the things that the person who wanted to refuse treatment remembered, and continuity in memory is necessary for being the same person.","Mrs. S. does not remember most of the things that the person who wanted to refuse treatment remembered, and A and B are the same person only if and only if they share most of their memories.","Continuity in memory is necessary for being the same person.","Mrs. S. does not remember most of the things that the person who wanted to refuse treatment remembered, and continuity in memory is necessary for being the same person.",NA
"FQ027C","Imagine a woman, Mrs. S, who decides that if she ever gets dementia and loses her decision-making capacity, she wants to refuse any medical treatment which would prolong her life. Eventually Mrs. S develops dementia. She appears to be happy, and enjoys looking at pictures and walking around the park. When Mrs. S gets an infection, the doctors are faced with a decision - should they give her antibiotics, or listen to her earlier decision and refuse treatment? It seems to me that the doctor should treat her. Continuity in memory is necessary for being the same person, and Mrs. S no longer remembers anything that the person who did not want to receive treatment remembered. Therefore, she is not the same person as the person who made that decision, and it would be wrong to withhold treatment from someone just because *someone else* didn't want to be treated in those circumstances!","5","How many reasons directly support the claim “It would be wrong for Mrs. S’s doctors to withhold treatment from her just because someone else did not want to be treated in those circumstances”?","Fiona-081715-Di_039.png","0","1","2","3","4","0",NA
"FQ027C","Imagine a woman, Mrs. S, who decides that if she ever gets dementia and loses her decision-making capacity, she wants to refuse any medical treatment which would prolong her life. Eventually Mrs. S develops dementia. She appears to be happy, and enjoys looking at pictures and walking around the park. When Mrs. S gets an infection, the doctors are faced with a decision - should they give her antibiotics, or listen to her earlier decision and refuse treatment? It seems to me that the doctor should treat her. Continuity in memory is necessary for being the same person, and Mrs. S no longer remembers anything that the person who did not want to receive treatment remembered. Therefore, she is not the same person as the person who made that decision, and it would be wrong to withhold treatment from someone just because *someone else* didn't want to be treated in those circumstances!","6","The claim “she appears to be happy, and enjoys looking at pictures and walking around the park” is a logical part of the author’s argument.","blank.png","TRUE","FALSE","","","","FALSE",NA
"FQ027C","Imagine a woman, Mrs. S, who decides that if she ever gets dementia and loses her decision-making capacity, she wants to refuse any medical treatment which would prolong her life. Eventually Mrs. S develops dementia. She appears to be happy, and enjoys looking at pictures and walking around the park. When Mrs. S gets an infection, the doctors are faced with a decision - should they give her antibiotics, or listen to her earlier decision and refuse treatment? It seems to me that the doctor should treat her. Continuity in memory is necessary for being the same person, and Mrs. S no longer remembers anything that the person who did not want to receive treatment remembered. Therefore, she is not the same person as the person who made that decision, and it would be wrong to withhold treatment from someone just because *someone else* didn't want to be treated in those circumstances!","7","The claim “continuity in memory is necessary for being the same person” is a logical part of the author’s argument.","blank.png","TRUE","FALSE","","","","TRUE",NA
"FQ027C","Imagine a woman, Mrs. S, who decides that if she ever gets dementia and loses her decision-making capacity, she wants to refuse any medical treatment which would prolong her life. Eventually Mrs. S develops dementia. She appears to be happy, and enjoys looking at pictures and walking around the park. When Mrs. S gets an infection, the doctors are faced with a decision - should they give her antibiotics, or listen to her earlier decision and refuse treatment? It seems to me that the doctor should treat her. Continuity in memory is necessary for being the same person, and Mrs. S no longer remembers anything that the person who did not want to receive treatment remembered. Therefore, she is not the same person as the person who made that decision, and it would be wrong to withhold treatment from someone just because *someone else* didn't want to be treated in those circumstances!","8","The claim “therefore, she is not the same person as the person who made that decision” is a logical part of the author’s argument.","blank.png","TRUE","FALSE","","","","TRUE",NA
"FQ028C","Should combat units be open to women? We need combat units to be the most effective lethal force within the military, and women would compromise their effectiveness. Women have higher rates of injury, illness, and non-availability than men. Furthermore, when you add women into combat units, you also add the burdens of sexual dynamics, relationships, rape, and pregnancy. Such concerns distract soldiers from their duty.","1","What does this argument conclude?","Fiona-081715-Di_041.png","Combat units should not be open to women.","Combat units need to be the most effective lethal force within the military.","Women have higher rates of injury, illness, and non-availability than men.","Allowing women in combat units would result in distracted soldiers.","Allowing women in combat units would compromise the effectiveness of combat units.","Combat units should not be open to women.",NA
"FQ028C","Should combat units be open to women? We need combat units to be the most effective lethal force within the military, and women would compromise their effectiveness. Women have higher rates of injury, illness, and non-availability than men. Furthermore, when you add women into combat units, you also add the burdens of sexual dynamics, relationships, rape, and pregnancy. Such concerns distract soldiers from their duty.","2","Which of the following is used to directly support the claim “combat units should not be open to women”?","Fiona-081715-Di_042.png","Women have higher rates of injury, illness, and non-availability than men.","Allowing women in combat units would result in distracted soldiers.","Allowing women in combat units would result in the burdens of sexual dynamics, relationships, rape, and pregnancy, and the burdens of sexual dynamics, relationships, rape, and pregnancy distract soldiers.","Combat units need to be the most effective lethal force within the military, and allowing women would compromise this.","Combat units have historically not been open to women with great success, and allowing women would compromise this success.","Combat units need to be the most effective lethal force within the military, and allowing women would compromise this.",NA
"FQ028C","Should combat units be open to women? We need combat units to be the most effective lethal force within the military, and women would compromise their effectiveness. Women have higher rates of injury, illness, and non-availability than men. Furthermore, when you add women into combat units, you also add the burdens of sexual dynamics, relationships, rape, and pregnancy. Such concerns distract soldiers from their duty.","3","How many reasons directly support the claim “allowing women in combat units would compromise the effectiveness of combat units”?","blank.png","1","2","3","4","","2",NA
"FQ028C","Should combat units be open to women? We need combat units to be the most effective lethal force within the military, and women would compromise their effectiveness. Women have higher rates of injury, illness, and non-availability than men. Furthermore, when you add women into combat units, you also add the burdens of sexual dynamics, relationships, rape, and pregnancy. Such concerns distract soldiers from their duty.","4","Of the following claims, which are used to directly support the claim “allowing women in combat units would compromise the effectiveness of combat units”?
 1. Women compromise the effectiveness of combat units.
 2. Women have higher rates of injury, illness, and non-availability than men.
 3. Allowing women in combat units would result in the burdens of sexual dynamics, relationships, rape, and pregnancy.
 4. The burdens of sexual dynamics, relationships, rape, and pregnancy distract soldiers.
 5. Allowing women in combat units would result in distracted soldiers.","Fiona-081715-Di_044.png","1, 2","2, 3","2, 4","2, 5","3, 4","2, 5",NA
"FQ028C","Should combat units be open to women? We need combat units to be the most effective lethal force within the military, and women would compromise their effectiveness. Women have higher rates of injury, illness, and non-availability than men. Furthermore, when you add women into combat units, you also add the burdens of sexual dynamics, relationships, rape, and pregnancy. Such concerns distract soldiers from their duty.","5","What is assumed when the claim “women have higher rates of injury, illness, and non-availability than men” is used to support the claim that allowing women in combat units would compromise the effectiveness of combat units?","Fiona-081715-Di_046.png","Combat units need to be the most effective lethal force within the military.","Combat units with women are less effective.","Combat units should not be open to women.","Combat units with higher numbers of injured, ill, or unavailable soldiers are less effective.","Concerns about injury, illness, and non-availability distract soldiers from their duty.","Combat units with higher numbers of injured, ill, or unavailable soldiers are less effective.",NA
"FQ028C","Should combat units be open to women? We need combat units to be the most effective lethal force within the military, and women would compromise their effectiveness. Women have higher rates of injury, illness, and non-availability than men. Furthermore, when you add women into combat units, you also add the burdens of sexual dynamics, relationships, rape, and pregnancy. Such concerns distract soldiers from their duty.","6","What is assumed when the claim “allowing women in combat units would result in distracted soldiers” is used to support the claim that allowing women in combat units would compromise the effectiveness of combat units?","Fiona-081715-Di_048.png","We should not allow women in combat units.","Combat units with women are less effective.","Combat units with distracted soldiers are less effective.","The burdens of sexual dynamics, relationships, rape, and pregnancy distract soldiers.","Allowing women in combat units would result in the burdens of sexual dynamics, relationships, rape, and pregnancy.","Combat units with distracted soldiers are less effective.",NA
"FQ028C","Should combat units be open to women? We need combat units to be the most effective lethal force within the military, and women would compromise their effectiveness. Women have higher rates of injury, illness, and non-availability than men. Furthermore, when you add women into combat units, you also add the burdens of sexual dynamics, relationships, rape, and pregnancy. Such concerns distract soldiers from their duty.","7","Which of the following is used to directly support the claim “allowing women in combat units would result in distracted soldiers”?","Fiona-081715-Di_050.png","Allowing women in combat units would result in the burdens of sexual dynamics, relationships, rape, and pregnancy, which distract soldiers.","Concerns distract soldiers from their duty.","Women have higher rates of injury, illness, and non-availability than men.","Opposite gender people in such close contact distract one another.","Allowing women in combat units would compromise the effectiveness of combat units.","Allowing women in combat units would result in the burdens of sexual dynamics, relationships, rape, and pregnancy, which distract soldiers.",NA
"FQ029B","We should open up combat roles to women. Many of the standard arguments against allowing women in combat - that women don't want combat roles, that women are too mentally and physically weak for combat, and that women would need lower standards - have been refuted by the success of women who have graduated from the Army Ranger School. These women have shown that they want to become rangers, are mentally and physically prepared for combat, and have met all combat standards.","1","What does this argument conclude?","Fiona-081715-Di_052.png","Women are qualified for combat roles.","We should open up combat roles for women.","Women want combat roles.","We should only open up roles for those who are qualified to fill them.","Women have succeeded at the Army Ranger School.","We should open up combat roles for women.",NA
"FQ029B","We should open up combat roles to women. Many of the standard arguments against allowing women in combat - that women don't want combat roles, that women are too mentally and physically weak for combat, and that women would need lower standards - have been refuted by the success of women who have graduated from the Army Ranger School. These women have shown that they want to become rangers, are mentally and physically prepared for combat, and have met all combat standards.","2","How many objections directly oppose the claim “we should open up combat roles for women”?","blank.png","1","2","3","4","5","3",NA
"FQ029B","We should open up combat roles to women. Many of the standard arguments against allowing women in combat - that women don't want combat roles, that women are too mentally and physically weak for combat, and that women would need lower standards - have been refuted by the success of women who have graduated from the Army Ranger School. These women have shown that they want to become rangers, are mentally and physically prepared for combat, and have met all combat standards.","3","Of the following claims, which are used to directly oppose the claim “we should open up combat roles for women”?
 1. Combat roles are not currently open for women.
 2. Women don't want combat roles.
 3. Women are too mentally and physically weak for combat.
 4. Women would need lower combat standards.
 5. Women who have graduated from the Army Ranger School have not succeeded.","Fiona-081715-Di_053.png","1, 2, 2003","1, 2, 2004","2, 3, 2004","2, 4, 2005","3, 4, 2005","2, 3, 2004",NA
"FQ029B","We should open up combat roles to women. Many of the standard arguments against allowing women in combat - that women don't want combat roles, that women are too mentally and physically weak for combat, and that women would need lower standards - have been refuted by the success of women who have graduated from the Army Ranger School. These women have shown that they want to become rangers, are mentally and physically prepared for combat, and have met all combat standards.","4","What is assumed when the claim “women don't want combat roles” is used to oppose the claim that we should open up combat roles for women?","Fiona-081715-Di_055.png","Women don’t like violence.","There is no reason to open up roles for those who don't want them.","There is no good reason for women not wanting combat roles.","Combat roles involve too much violence.","Combat roles are not feminine.","There is no reason to open up roles for those who don't want them.",NA
"FQ029B","We should open up combat roles to women. Many of the standard arguments against allowing women in combat - that women don't want combat roles, that women are too mentally and physically weak for combat, and that women would need lower standards - have been refuted by the success of women who have graduated from the Army Ranger School. These women have shown that they want to become rangers, are mentally and physically prepared for combat, and have met all combat standards.","5","Which of the following is used to directly oppose the claim “women don't want combat roles”?","Fiona-081715-Di_057.png","Many women want combat roles.","Women want to support their country.","The women who graduated from the Army Ranger school want combat roles.","The women who graduated from the Army Ranger school have met combat standards.","Women are too mentally and physically weak for combat.","The women who graduated from the Army Ranger school want combat roles.",NA
"FQ029B","We should open up combat roles to women. Many of the standard arguments against allowing women in combat - that women don't want combat roles, that women are too mentally and physically weak for combat, and that women would need lower standards - have been refuted by the success of women who have graduated from the Army Ranger School. These women have shown that they want to become rangers, are mentally and physically prepared for combat, and have met all combat standards.","6","What is assumed when the claim “women are too mentally and physically weak for combat” is used to oppose the claim that we should open up combat roles for women?","Fiona-081715-Di_059.png","Women are naturally less fit than men.","There have been no women mentally and physically capable in the past.","We should only open up roles for those who can successfully fill them.","We should only open up combat roles to women who are mentally and physically capable.","","We should only open up roles for those who can successfully fill them.",NA
"FQ029B","We should open up combat roles to women. Many of the standard arguments against allowing women in combat - that women don't want combat roles, that women are too mentally and physically weak for combat, and that women would need lower standards - have been refuted by the success of women who have graduated from the Army Ranger School. These women have shown that they want to become rangers, are mentally and physically prepared for combat, and have met all combat standards.","7","Which of the following is used to directly oppose the claim “women are too mentally and physically weak for combat”?","Fiona-081715-Di_061.png","Women are mentally and physically equal to men.","Women are mentally and physically strong.","The women who graduated from the Army Ranger school have met combat standards.","The women who graduated from the Army Ranger school are mentally and physically ready for combat.","","The women who graduated from the Army Ranger school are mentally and physically ready for combat.",NA
"FQ029B","We should open up combat roles to women. Many of the standard arguments against allowing women in combat - that women don't want combat roles, that women are too mentally and physically weak for combat, and that women would need lower standards - have been refuted by the success of women who have graduated from the Army Ranger School. These women have shown that they want to become rangers, are mentally and physically prepared for combat, and have met all combat standards.","8","What is assumed when the claim “women would need lower combat standards” is used to oppose the claim that we should open up combat roles for women?","Fiona-081715-Di_063.png","We should not lower our combat standards.","There is no reason to open up roles for those who don't want them.","Women are too mentally and physically weak for combat.","There are no women who have graduated from the Ranger school who have met combat standards.","","We should not lower our combat standards.",NA
"FQ029B","We should open up combat roles to women. Many of the standard arguments against allowing women in combat - that women don't want combat roles, that women are too mentally and physically weak for combat, and that women would need lower standards - have been refuted by the success of women who have graduated from the Army Ranger School. These women have shown that they want to become rangers, are mentally and physically prepared for combat, and have met all combat standards.","9","Which of the following is used to directly oppose the claim “women would need lower combat standards”?","Fiona-081715-Di_065.png","The women who graduated from the Army Ranger school are mentally and physically ready for combat.","The women who graduated from the Army Ranger school have met combat standards.","Many of the standard arguments against allowing women in combat have been refuted by the success of women who have graduated from the Army Ranger School.","Women would not need lower combat standards.","","The women who graduated from the Army Ranger school have met combat standards.",NA
"FQ030C","Imagine a woman, Mrs. S, who decides that if she ever gets dementia and loses her decision-making capacity, she wouldn't want any medical treatment which would prolong her life. Eventually Mrs. S develops dementia. She appears to be happy, and enjoys looking at pictures and walking around the park. When Mrs. S contracts an infection, the doctors are faced with a decision - should they give her antibiotics, or listen to her earlier decision and refuse treatment? While it might be difficult, the doctors should refuse treatment. The doctors must respect Mrs. S's past decision. Mrs. S's past decision best represents who she truly is, while the Mrs. S's present beliefs are less representative of her true self. Furthermore, Mrs. S's past choices were made rationally, while the present Mrs. S has lost the capacity to make rational decisions.","1","What does this argument conclude?","Fiona-081715-Di_067.png","Mrs. S's past decision was made rationally.","Mrs. S's past decisions best represent her true self.","The doctors should refuse treatment to Mrs. S.","The doctors should respect Mrs. S's past decision.","Doctors should only respect rational decisions.","The doctors should refuse treatment to Mrs. S.",NA
"FQ030C","Imagine a woman, Mrs. S, who decides that if she ever gets dementia and loses her decision-making capacity, she wouldn't want any medical treatment which would prolong her life. Eventually Mrs. S develops dementia. She appears to be happy, and enjoys looking at pictures and walking around the park. When Mrs. S contracts an infection, the doctors are faced with a decision - should they give her antibiotics, or listen to her earlier decision and refuse treatment? While it might be difficult, the doctors should refuse treatment. The doctors must respect Mrs. S's past decision. Mrs. S's past decision best represents who she truly is, while the Mrs. S's present beliefs are less representative of her true self. Furthermore, Mrs. S's past choices were made rationally, while the present Mrs. S has lost the capacity to make rational decisions.","2","Which of the following is used to directly support the claim “the doctors should refuse treatment to Mrs. S”?","Fiona-081715-Di_068.png","Mrs. S's past decisions best represent her true self, and the doctors should respect decisions that best represent a person's true self.","The doctors have no reason to prolong Mrs. S’s life.","Mrs. S previously decided that the doctors should refuse treatment if she develops dementia. Now that she has, the doctors should respect her past decision.","Mrs. S's past choices were made rationally, while the present Mrs. S has lost the capacity to make rational decisions.","In the past, Mrs. S who decided that if she ever got dementia and lost her decision-making capacity, she wouldn't want any medical treatment which would prolong her life.","Mrs. S previously decided that the doctors should refuse treatment if she develops dementia. Now that she has, the doctors should respect her past decision.",NA
"FQ030C","Imagine a woman, Mrs. S, who decides that if she ever gets dementia and loses her decision-making capacity, she wouldn't want any medical treatment which would prolong her life. Eventually Mrs. S develops dementia. She appears to be happy, and enjoys looking at pictures and walking around the park. When Mrs. S contracts an infection, the doctors are faced with a decision - should they give her antibiotics, or listen to her earlier decision and refuse treatment? While it might be difficult, the doctors should refuse treatment. The doctors must respect Mrs. S's past decision. Mrs. S's past decision best represents who she truly is, while the Mrs. S's present beliefs are less representative of her true self. Furthermore, Mrs. S's past choices were made rationally, while the present Mrs. S has lost the capacity to make rational decisions.","3","How many reasons directly support the claim “the doctors should respect Mrs. S's past decision”?","blank.png","1","2","3","4","5","2",NA
